,FloodYr1,FloodYr2,FloodYr3,FloodYr4,FloodYr5,FloodYr6,FloodYr7,FloodYr8,FloodYr9,FloodYr10
2325,53083.13722,59365.20775,44879.25866,355697.6229,87020.33453,68536.85784,51099.45905,831219.2473,351103.186,95770.68119
2326,185022.9299,46180.79305,47097.43166,55560.95156,43833.86326,75582.94106,143672.0872,156673.7602,125431.162,97065.99027
2327,220617.2871,67407.2716,65710.11361,71381.99308,47653.39453,65281.77679,55571.36762,64970.65242,66603.68863,60063.50076
2328,50825.20765,91020.54239,55462.83015,135409.8184,138631.1299,43888.89248,215959.1676,276815.7998,54086.89299,84615.06312
2329,54720.44158,59246.08673,52962.9069,74859.11542,72777.79706,67172.82507,79248.61711,53063.61791,61423.68841,160130.1878
2330,54887.73379,45046.46818,770116.9007,58829.03329,80308.76795,59581.22042,63671.78324,392205.1172,72314.85959,50088.65565
2331,150614.0008,259696.438,52787.1546,50516.49551,110183.3514,68360.04741,49676.26399,138853.3838,44994.93068,42661.71501
2332,47907.88747,94238.77806,47972.74638,72139.99729,1812550.037,52536.29007,246210.914,52119.33339,108531.2696,116042.267
2333,290282.163,86581.12919,289161.0975,70593.70318,46252.13328,209866.8553,473196.718,45858.94337,57594.68297,44097.53455
2334,52595.7942,170227.1401,278590.6334,543071.5049,53436.94955,49472.54625,57323.62931,47841.69576,50037.06221,56624.31575
2335,48354.00318,51341.85733,81753.5983,185301.3921,51764.41275,52587.08498,168467.83,49246.52346,47984.21036,58848.02311
2336,247626.4065,47957.4672,53037.98826,138476.9818,51253.98702,163542.7996,73865.81994,90417.49509,182408.2497,58621.77214
2337,121971.8056,110352.2989,51385.65533,99328.11987,65711.49995,298020.7716,123645.6306,52430.98527,407632.2009,111329.8535
2338,52780.34714,95299.70273,80439.54426,67474.46874,105498.1499,80807.09571,58288.02932,500544.5599,172398.6872,94567.9928
2339,93935.61983,508183.8914,53907.89115,80276.49843,934001.0088,508255.9878,138141.6174,59689.0478,124344.9718,49436.98805
2340,60301.137,70905.94057,67553.02934,164999.4481,556267.3419,50340.26336,58901.88236,163780.8399,111807.2821,62463.22197
2341,75816.01012,237672.5972,543617.2273,63422.92711,207376.4658,173939.0421,63457.58458,50185.18687,118279.2939,47557.41966
2342,54775.94933,100333.5368,70422.31559,61843.78699,149087.608,196413.7046,286222.4964,74653.43894,51463.82323,51901.53583
2343,360884.2666,54043.56034,49515.61923,56591.60325,146970.4031,50976.30381,56812.60783,51260.78388,54018.19458,498612.9549
2344,72300.85219,682301.7943,94785.39299,50586.56954,68278.13156,163550.9473,201257.8622,40821.11346,135433.6407,203804.1113
2345,65233.02963,194889.3919,78787.12543,63345.61348,68168.3841,162547.4656,53077.15682,51043.12485,210326.9797,125459.7074
2346,36056.97673,70211.06948,80276.12038,75660.04007,53241.79012,167864.3745,635659.5248,65674.704,74573.35549,109368.0619
2347,57510.91353,62720.22601,100734.8349,38644.36013,73421.37744,85965.66111,49001.37778,65387.39964,48263.39884,53939.426
2348,49311.05944,116289.135,49724.96576,58780.53329,50280.39255,113323.5085,73780.59103,47349.04439,272371.9658,135193.0459
2349,45006.2635,4722446.157,148707.0341,62147.78625,109575.2228,46895.38114,50116.18416,95263.83713,50210.5512,54012.43101
2350,57728.81846,61527.09783,120436.6869,77558.80996,77057.85928,65971.85056,60907.40131,50202.13226,50596.04827,65539.65799
2351,137384.7298,76221.02274,83651.70761,94557.74861,110195.3435,41544.12109,49063.84378,101056.7752,223306.8612,108733.0075
2352,178244.8561,77007.7397,46787.5844,404237.1092,191013.897,76426.73124,53664.23456,289736.5359,43173.71791,47391.94727
2353,50320.45012,76842.50521,95203.28851,212558.749,292337.2497,223287.9685,46824.14363,133082.5803,76901.16526,49245.8533
2354,50043.15588,56254.06502,148306.3106,48409.73912,54560.74112,276307.155,81517.25348,86856.39022,155561.8617,66838.06373
2355,45720.80192,62797.54648,188156.7169,83804.38616,57929.57441,77557.49745,70370.44977,119578.2776,160968.1432,66170.67536
2356,69548.01262,270476.7153,62626.15629,52641.13134,135256.6278,252599.8188,109469.2083,47385.36575,47735.66976,51410.93776
2357,52788.25566,93936.30056,69082.62843,48135.50835,122841.8351,64843.66084,187919.0531,60295.26163,78496.82354,134261.3769
2358,63581.48044,171416.9733,54003.48595,126560.4597,52156.88876,142980.473,74820.15804,178046.0351,98736.10329,151645.6982
2359,118416.3081,45559.77994,76822.41457,198664.6157,115453.2564,410759.8675,47969.01213,192496.6093,241021.6271,74000.48595
2360,457187.8917,155950.3717,50362.16947,43780.31838,52279.38581,89657.19988,181776.7404,142363.8918,51068.15703,50100.52794
2361,69655.52936,54248.15727,52137.59913,95169.78141,112297.4907,91962.90335,87347.89128,53534.76491,53505.74824,48226.96661
2362,46004.29726,64006.00688,227679.4596,124208.6514,59970.9814,78080.95547,371616.6877,72251.49212,53020.86784,54309.24388
2363,141317.1309,308125.431,45316.22976,116536.3414,68791.94718,489332.1791,88082.77167,48548.6146,59970.56328,116812.2869
2364,104353.3053,83643.01603,55458.59308,112673.8246,682186.7732,62872.89499,215814.7012,280534.7598,47283.3477,85631.44972
2365,46771.76301,280500.3663,48896.12829,456724.3323,182256.6959,60929.57402,47620.63059,58258.85972,92491.07158,4608112.964
2366,55889.63797,49709.85719,79321.45432,144333.4116,137292.9387,137971.327,48361.24633,66385.33838,44878.09554,62575.04257
2367,151175.1407,285214.8703,56110.59554,50492.34956,63069.33206,47054.20907,51179.74653,107832.1577,281824.2221,107283.8779
2368,49265.90074,325878.1317,114489.5612,58017.34999,286987.3994,76448.91839,73558.02895,83156.81015,181483.0985,70516.88861
2369,127237.4374,110606.9908,100380.9151,83440.25216,53295.10952,86316.17631,43038.99431,57692.63514,61777.9257,70057.8961
2370,75177.68695,45041.53373,106643.1403,91764.37201,49568.78839,74793.44462,95163.83298,747860.5687,83628.11618,61757.46936
2371,145892.5587,171512.5437,47016.94545,69721.08059,257619.8891,50567.13361,46341.73352,112581.6975,147939.4068,49533.52454
2372,155923.3012,89256.78489,64438.68784,55560.33826,64825.309,95167.24361,69491.09555,84094.37188,414426.679,497622.3638
2373,95004.13336,48363.36529,148678.1311,49220.53877,54317.73756,113977.1364,47935.50056,150925.8816,83205.79289,45817.14109
2374,93161.59207,169837.8993,82925.09675,71041.68092,53256.3812,61563.98226,75492.97598,66506.99583,82167.55105,199109.645
2375,67979.93768,115297.0984,51042.01666,299865.6794,82140.52509,93237.45991,261367.7922,46027.36358,45418.17455,80233.20637
2376,57128.70799,108863.6332,92367.10605,58217.94065,519342.3713,87284.61732,102114.7739,53978.31813,95565.43264,5928535.72
2377,47489.42862,53216.40455,60085.6891,83502.58803,214880.4966,354548.0795,139578.4546,70657.96241,66855.96165,53081.14926
2378,108812.1744,51162.66917,64436.82646,59658.8092,87790.47299,381393.8997,134859.8384,75065.3394,51383.36848,86802.73916
2379,47987.58562,51037.04547,101617.4284,338053.6068,75183.86373,53999.86501,67345.2316,47022.9484,66362.28662,48566.32454
2380,56465.66601,105329.1366,57217.90871,66256.35831,209841.8848,1044781.381,98801.76204,160295.9363,59920.46246,67744.06449
2381,63578.1447,57738.01966,99421.21301,61935.86428,69721.17144,47514.78828,96834.55384,193935.9492,90303.62165,53599.59176
2382,95395.36499,63346.75122,95223.88092,58407.81131,84997.82911,44986.79371,132245.0867,73607.84059,86491.11255,49219.46516
2383,62560.37112,52462.58732,54751.83403,48284.79449,58916.70674,164113.5743,68991.17822,52604.94712,87716.43322,48202.38059
2384,55684.99682,46602.68581,60007.31732,50791.4183,49148.20557,58482.73219,88989.91097,68709.47224,155713.5063,39934.0143
2385,53731.57922,308649.4126,198186.9462,59363.29084,54565.06408,129605.4376,72434.19651,50333.59021,53216.37626,215627.4473
2386,72130.70719,52694.43533,112895.5883,262062.6326,219369.9532,49593.94851,191888.5183,109943.7874,188458.9776,73988.86951
2387,50406.3798,61318.54334,50535.56177,71993.06462,44281.40058,129774.9168,264894.8414,50124.79994,66513.83089,130652.0139
2388,92270.1841,173882.7471,71698.35591,206771.9256,157166.638,46375.78749,52344.75553,121649.2274,55008.77009,605896.5295
2389,51762.8797,98732.76475,65329.27991,71059.36045,128957.8307,66042.57153,37674.63815,75717.29375,52760.13407,59306.90894
2390,69049.44865,67107.08897,51937.7702,62652.5972,44008.50558,116926.3232,63144.96266,41210.36267,276889.356,69250.23086
2391,59310.8364,65947.33297,45334.3498,47733.28381,54244.20778,115441.4873,153788.1216,50796.8938,57967.57683,87647.86505
2392,62410.22971,119330.7947,88203.56205,71626.60969,121741.6855,70176.65372,57493.39721,90371.43729,111834.483,49780.96024
2393,47225.45215,107543.5491,317148.4822,256089.9815,89303.96673,47390.95349,93231.84174,57622.90524,63207.63469,59134.67059
2394,213005.8991,43602.31744,47153.50094,78330.65547,101007.3486,101245.4721,94533.22259,756278.9986,55362.40165,55872.88946
2395,758578.8391,72483.00793,65602.4679,346286.6432,89478.89297,74140.69492,191086.8288,47947.50743,100226.1324,132034.3359
2396,137254.7227,44753.9066,227933.4756,58062.78329,144800.668,70787.62639,71704.05365,270665.1313,85143.11162,121718.6703
2397,57502.71167,136679.9182,307821.5292,43438.50402,102376.2725,49665.91641,248896.6009,139682.2045,192879.2787,46794.0617
2398,54851.07064,52412.55906,57132.82912,69812.52654,54297.33704,113074.3798,54393.24985,63527.30028,340508.0796,56494.69446
2399,70962.26856,62528.89243,56383.21063,1146041.875,74824.30875,67287.18621,141855.3781,46502.18203,50499.50188,91144.96064
2400,51589.79902,81530.46293,2040676.361,47053.73696,66664.72849,95939.95929,46958.37076,90435.44159,189519.3167,65305.6779
2401,66461.05676,47854.70779,104184.1239,149544.2786,95319.31566,57929.32011,663624.7398,66758.94328,49824.09158,38239.89801
2402,146326.6944,255111.8225,68825.05494,48559.79865,148455.2026,68629.85915,93445.74007,143055.7218,79888.47906,190984.0045
2403,63679.77086,45251.62732,73566.74766,50346.92312,1000376.807,68513.20075,244681.9521,356546.834,151654.7913,51090.76167
2404,51011.75295,278456.11,129578.9853,78989.06281,162610.8764,51497.00364,63615.59547,55513.82919,60979.34736,93040.38615
2405,711207.3383,58069.50571,57224.83644,47439.56548,80295.48432,243570.1253,50390.83401,1158811.501,78311.92638,91944.55376
2406,103257.5677,64280.73612,250451.6462,466158.3363,49263.86945,285955.0166,46825.05789,71729.57631,68616.40437,42797.99185
2407,51805.11327,56414.66626,103158.9642,76762.06144,178789.9378,63797.11583,79298.69401,60988.82992,167698.0549,73464.77266
2408,78913.85476,118877.8334,75883.43255,50512.83711,92060.16262,85344.94635,62859.15409,64984.51354,314736.1728,215013.6156
2409,180563.0832,97388.82044,541367.6275,242334.4518,55825.91139,65059.25827,204277.6498,47495.19505,49256.35275,44756.47457
2410,92788.08475,281041.9591,106936.3639,116975.6867,81401.40018,45772.38149,215450.6788,60329.01624,53963.93558,520408.1324
2411,79337.60619,62907.72488,106178.4436,102205.1566,132703.0997,55941.80335,57987.62701,59179.6897,46468.15303,53539.30102
2412,44474.79913,63805.93338,60533.90756,289250.2561,90358.10604,116173.2773,78101.49702,71360.7164,79517.55265,47527.49416
2413,73625.80164,59119.8459,228867.5471,140971.3148,54679.63567,64035.95351,488558.4162,130620.5273,59192.59033,64454.40665
2414,111238.3666,223073.0124,97469.73106,48229.6441,283690.9611,47050.97041,797031.6551,354030.7162,182170.2322,264199.163
2415,69920.98964,68290.65852,87979.93223,49332.41864,83225.77753,65891.94825,49044.85102,175112.1431,63618.66045,88017.63298
2416,84800.98203,45470.93664,55969.73615,81200.78643,47549.07481,82221.13323,329577.114,51756.80325,61373.5678,66474.71056
2417,46103.68641,102441.8916,52364.83768,305491.5875,81997.70529,175039.2042,58911.32528,44369.68062,344891.133,155271.5879
2418,54244.14385,182445.4831,122673.5689,45847.41989,46392.61524,98964.53514,66419.40172,99882.42398,71452.1165,73907.48074
2419,233059.438,46706.05499,229769.3644,45378.27812,51506.37098,117764.7794,56278.34307,50143.48921,178782.1419,62148.23982
2420,135560.4816,90937.22655,174222.6437,320354.1234,65328.32231,116242.9439,54469.28593,48883.02575,54991.92924,54009.06885
2421,61263.23235,48564.66626,67832.12341,45469.81408,54006.30592,78194.06458,109937.3312,47435.29454,83955.07932,66735.64284
2422,136696.9449,92074.30367,78890.81641,50025.06052,677717.5513,46496.47176,58331.18281,117682.3067,95411.88484,534661.1401
2423,261352.1133,99243.98668,53503.50194,52422.79926,58649.38255,92782.08772,105927.9278,38834.05484,58623.41065,85424.58032
2424,99348.71678,57775.83026,50458.66369,60858.02165,389556.3822,96238.48231,56494.96239,50165.39233,587265.6205,50079.15544
2425,73237.68531,148660.1145,53666.18969,75582.21917,92221.52855,63925.68049,48809.18041,55629.91489,136843.0552,74118.27983
2426,60409.73516,50425.99293,61685.81072,55216.4338,242295.7379,82325.59264,50629.90679,48185.58485,54069.07978,48214.94774
2427,49040.91383,118857.2274,164486.0081,47028.52523,57013.90427,48355.41759,360492.0496,45052.74412,118447.2207,102550.6195
2428,84902.67472,45634.32949,205033.8786,56158.76318,69410.84232,98627.62208,73716.75588,230429.5979,163757.9262,52647.06697
2429,46682.77141,62766.32632,69793.57071,118246.9477,107408.6937,55727.45405,72074.81103,71859.86364,48749.31642,89977.57786
2430,248554.7604,67513.98208,73465.62842,1268922.371,36385.87941,68787.06646,56727.95108,69512.59918,46097.84348,80642.92263
2431,131389.1131,46927.53431,108515.8458,63150.15605,71339.12825,94502.64401,67247.64184,214573.4277,57794.80802,53959.00119
2432,89259.83234,255352.0133,130214.9251,74607.89022,49791.27364,155471.244,119368.7191,70861.784,59524.47776,80834.1428
2433,200529.803,56545.33934,139234.7537,73993.74209,113177.2608,262518.638,111952.7148,71774.60658,216914.9149,83172.85459
2434,143464.2823,73674.19162,52310.98642,48130.94628,95378.16698,72493.98383,113396.6021,40279.0091,56586.82678,56542.85319
2435,308739.7007,78103.36063,67147.94253,50972.28219,60621.79697,51776.69949,1342941.767,82227.09723,69227.64557,268673.3033
2436,74501.39562,81515.33036,56815.40957,110989.6842,184981.0605,73050.80571,63658.51196,51771.75165,184230.9891,63330.4994
2437,68410.62982,83088.47069,163212.0533,220681.9073,51042.66865,340540.8741,87634.22358,69353.44468,64432.79222,512478.3428
2438,38538.2062,57458.86818,48404.74844,205551.5338,140123.58,87327.64271,52618.19493,46411.37681,56409.32622,116857.6297
2439,138480.5973,257772.9513,45646.51886,49494.16278,53758.21533,319549.1977,602709.2631,57300.9985,56259.02933,1178549.11
2440,77649.95709,64248.51916,57213.79478,86855.71808,114413.6417,51171.76328,137314.8499,946886.5324,45644.73661,60424.46462
2441,50529.34281,54349.62963,76092.36081,50733.71431,295059.1337,44487.33709,240002.9707,42029.5381,63274.42248,49414.07321
2442,51523.58339,45219.93591,59330.35346,69196.12223,375264.813,69743.54814,75572.55063,67392.74229,264692.527,61166.48145
2443,78164.82911,52803.1707,74530.36887,69236.64617,57344.84274,65677.33806,215604.4754,156679.9912,41564.93152,47560.73228
2444,60686.00423,47248.24082,65686.98376,47563.82479,66537.80435,137313.5258,54973.3481,124290.6329,123415.0444,206581.063
2445,54239.26942,74838.4355,47852.11317,49664.60776,49872.58019,63256.73494,109749.9708,52856.1884,86398.47215,153249.9413
2446,61118.68667,46871.5825,45410.70518,125847.2011,45917.5694,117305.9133,92749.18808,214016.6742,51638.45729,204371.2803
2447,58835.0773,86179.18374,69179.25185,49874.09783,467167.8786,88524.49019,971461.1642,85612.58113,243101.9977,69831.23394
2448,10202523.98,43066.94309,45444.87646,74178.6911,49652.23574,113854.2939,86646.96848,47458.48183,76049.43162,100269.2322
2449,141427.2026,163333.3353,35906.32455,56349.9633,473764.4699,226605.766,954928.7207,253548.9313,85027.87246,260873.6186
2450,684645.9311,64344.69983,49810.05287,47855.43178,46382.39992,93615.619,711384.1995,61061.04495,45617.35844,75212.71542
2451,95926.81082,56115.12434,688698.4294,102723.3456,78486.88323,54805.24498,63125.70136,64532.28351,66925.2709,149014.7162
2452,76117.09889,158455.0786,59377.45447,71953.39873,145040.4467,59159.18789,362425.3656,104187.457,55456.51786,112677.0073
2453,62768.65302,60621.55705,132646.3992,362570.6941,59004.06077,61267.74781,156068.299,52579.57004,147409.6326,69159.30078
2454,132001.3101,87707.57082,99954.57039,72718.8508,48185.02567,102757.1104,49865.87258,85095.76509,54866.93999,61144.70201
2455,507158.7194,105050.9169,52118.14507,53618.19396,133254.0817,50020.01526,81648.18851,65321.79305,63115.21706,168200.0448
2456,475649.3907,56057.56419,80492.65215,93548.40804,55936.16231,49018.61782,401993.2541,283515.8956,91385.89558,121658.1881
2457,66663.83501,62987.21524,126707.2545,94735.35891,79897.58326,54827.42548,81885.70621,57258.25765,44636.73825,130150.0107
2458,64708.67687,68321.81076,93066.91577,122601.186,935963.2368,49204.79339,43623.76708,106423.7985,53517.55695,155748.8852
2459,113752.1509,122682.6188,60182.35995,851722.3121,155793.3292,79064.95943,85507.37583,59829.12284,59861.82053,77029.94656
2460,50447.52786,62658.5457,50342.20471,59705.78068,661218.1275,124685.8374,59560.61135,78973.92107,71972.91783,54437.62426
2461,77965.59432,427601.3369,91438.80189,54979.42906,83398.56088,105336.5005,133682.8777,1371452.013,67816.8355,117777.4011
2462,56483.16411,344342.6738,150491.379,194349.6283,90306.91445,50951.20965,215365.6941,185988.7561,330182.2823,171476.3551
2463,122151.7057,345646.0383,81260.55994,544491.9215,82011.30874,48928.36167,266624.2832,114961.9849,81171.16652,325706.3547
2464,97611.16122,97433.16529,70013.99054,122205.7803,51879.71851,75531.33095,95018.45122,50803.9957,68428.92413,377569.7617
2465,154324.3222,98095.99224,89764.61629,53148.33484,64420.32534,49527.53843,82699.09949,48888.05039,242584.955,63869.41543
2466,79738.81211,60963.68888,47715.9829,162600.979,67659.57574,55859.71775,71731.22187,145014.9494,44590.95172,45821.64653
2467,46279.8781,107401.1651,72027.93515,101832.5381,58677.64719,87515.35541,305888.038,63934.41098,132207.6186,49270.62803
2468,111015.4023,62530.09742,150636.3513,115958.4054,46904.96949,71728.07316,154793.5095,53899.2123,183117.0688,272996.3109
2469,67674.16608,73188.32281,112981.0449,49169.12184,54504.12858,105214.5999,110978.6241,52709.00706,1488138.449,90649.80389
2470,224912.9214,55477.80594,436292.1355,76835.45519,51524.63107,162217.6696,51114.1231,148038.5123,49525.31257,63690.74831
2471,50123.95323,49647.37064,59048.01642,52565.17524,47207.84173,52041.02353,49693.38916,214422.4383,60446.29286,47181.6401
2472,279099.2162,58190.61258,335414.1502,96352.08758,61543.25245,70530.52873,104139.4429,525141.6938,192099.4704,145391.9612
2473,50080.35078,152383.9401,61960.58934,437335.0785,110787.4864,169793.0204,104338.0346,126323.4128,289160.6167,56641.896
2474,119333.5458,358757.8591,84858.36577,66573.91015,48897.16692,72866.6835,44076.30863,60250.21159,491558.6484,82144.13895
2475,52140.67535,121485.207,57010.74211,83889.03448,94481.80592,47507.58004,92537.21006,193314.5586,102022.6914,55826.9772
2476,207157.8448,98062.6478,93210.03517,73017.81512,42209.18687,55138.86131,48855.0209,121240.4653,1247636.291,130223.9552
2477,97551.33314,85231.74667,54277.31547,191375.7388,231258.1679,209351.0812,47610.17994,44097.55825,143994.4274,60412.93379
2478,61288.62977,57941.0519,331916.9072,105230.3685,98252.67233,164164.4295,101891.4246,52299.18331,69753.04209,49039.60047
2479,83409.82368,137653.5678,51818.67647,42642.38445,72728.57341,125517.5972,199032.6312,85161.07743,117122.3247,43655.20682
2480,48795.07441,179958.0788,101402.3464,56197.61015,127869.6028,100445.6774,156493.8922,172704.9213,73814.86717,50310.8791
2481,302163.4186,761695.6069,57642.703,85741.50213,55351.44756,83992.68695,98256.40491,57182.3965,58983.70875,119306.6716
2482,47163.28805,53121.47857,68097.44328,1226378.391,88987.33083,47538.95289,166027.5653,106619.7022,66493.21643,48711.85998
2483,69184.6388,52743.02853,64120.23242,641841.6976,82342.66742,48998.03772,61575.86034,143456.4299,48319.11358,3825713.528
2484,91353.60948,148364.5544,87667.68796,192642.0994,107846.9942,47147.85622,168390.2636,39179.99777,110848.1711,55070.96092
2485,65123.09197,91051.06876,139070.8503,67208.34215,155155.8557,48626.55691,57550.18652,48917.74336,66982.02534,81637.97105
2486,79984.27543,47688.49486,422558.5734,47670.69337,59481.51867,92288.58452,89687.60965,182080.5411,191315.8135,83195.68952
2487,126050.044,96638.22749,162036.3461,55964.18868,262351.3855,51284.96634,80820.54865,217869.5365,56328.37589,112834.3501
2488,138595.608,51489.89994,114084.5457,56903.42579,53732.65617,225871.7782,94911.88002,97111.23799,76824.76064,52136.66823
2489,473636.2993,62003.03955,248269.5055,56674.61561,69065.39554,58737.44082,224341.195,81156.29006,91799.19528,93331.75745
2490,53821.91484,59185.02092,95962.99634,51954.89517,47127.44624,98925.41468,85584.23869,113727.9133,68644.53882,100057.1895
2491,72852.7246,86222.19856,173502.3155,433182.0047,57182.96104,104172.8519,119594.994,269762.5923,52462.82718,72951.91275
2492,73171.97959,471382.3752,46220.0768,115585.394,62876.94488,47778.59745,62247.02881,46884.18076,55822.38558,64662.34053
2493,85680.57111,57229.3571,53139.14331,59467.2677,57542.88109,107979.4598,544431.8428,37588.43452,107282.8,196861.7509
2494,88780.63714,127217.2975,46605.0785,55804.38914,64598.62201,54123.16129,51169.19186,75397.02446,137770.6648,69172.42585
2495,57336.91829,59164.47884,44639.53541,358597.0725,60026.97669,54972.35103,56403.67127,49655.90341,70899.80272,54537.82873
2496,73147.61553,76174.66054,103113.192,86101.72722,130589.3023,68314.54443,141284.2898,82850.37099,60773.75308,77120.62963
2497,95804.96333,357463.4773,150007.2706,128762.7954,53779.4062,100419.7285,90623.10498,81953.81336,50125.47002,47106.06343
2498,68765.42331,156070.8965,95039.58016,52394.63462,92567.71108,237700.106,48154.34199,85145.52562,52257.35359,137153.6611
2499,50206.72272,278184.0434,56938.49454,739595.4331,51453.51071,47773.59792,46988.02843,452858.2627,523226.9288,56722.15157
2500,100498.2559,330178.2479,84148.58181,165601.5681,81443.88853,71297.97909,98203.39139,93724.34625,118465.0426,264001.0347
2501,54664.9647,44568.10928,54168.61866,52834.02241,60673.04824,55383.454,245575.0315,58264.6346,164361.0027,49915.69925
2502,52159.51691,62778.79838,132584.0549,876358.9577,46555.63644,49425.30338,69297.24302,50291.34876,96025.37636,61283.72858
2503,97424.19405,202864.6339,63674.12923,62116.06957,116730.5518,46013.90424,46641.78227,50449.86159,164883.559,89194.96899
2504,176946.1289,49258.70894,85473.23612,52671.23255,56830.5779,45244.62994,47521.7805,189435.9847,75046.58463,45547.49812
2505,54339.95985,48496.26906,47415.32277,118768.7965,120459.8132,49372.90942,236960.6298,48236.20356,137471.698,137569.4357
2506,48512.42137,49430.5545,61254.673,97871.16754,298699.7612,61307.65063,45526.64496,45853.67175,46702.60256,65503.71193
2507,48474.00743,77882.5868,42880.32368,93813.20754,56425.8817,41797.63281,46806.4364,129041.7776,92803.71398,56125.8208
2508,113089.6552,152647.7538,67628.58483,142724.5897,50331.0029,47439.97095,60876.11796,277683.3124,52937.63495,275585.728
2509,45922.065,46823.96816,51896.89923,83400.41659,51601.63377,84093.44842,66834.50373,44962.91712,70799.28063,57854.75681
2510,196118.2732,61899.4385,50438.97219,227361.5604,72576.21856,189287.293,55446.15939,56784.71576,51797.52514,45524.7362
2511,181820.0063,97063.0868,112504.2224,87529.59277,76366.12786,51218.27596,55331.06056,72265.73593,324043.0094,49788.01985
2512,64280.01852,260044.8114,61537.67501,48731.672,130902.3186,52021.63728,72105.28907,163347.2608,44703.10012,76906.62091
2513,55963.89262,179120.6021,55892.36019,58388.31344,56446.4717,50876.63508,57694.82941,52051.26516,147818.5565,52155.45378
2514,48953.22035,49450.36022,56515.07335,58205.03569,71346.63339,88926.35687,112253.2481,61302.2459,70172.06879,65186.24658
2515,70178.67569,576118.8408,224074.5306,90335.93217,49945.88465,160098.194,47706.43154,53133.87726,43031.95638,50664.89431
2516,88288.11991,95230.90556,59390.04108,92474.60619,376840.1148,123864.2425,127346.2789,54860.41934,46565.56619,223804.0369
2517,99339.2178,60279.33366,99894.12813,49561.90462,118459.6349,66419.23357,105766.916,133280.4789,65184.15319,106848.918
2518,157233.0828,69317.54491,461590.2144,171506.888,57709.8643,69250.84894,64256.863,72045.84133,214597.8529,50661.93901
2519,409487.6248,317624.1962,71407.78621,111111.8768,51707.25738,44964.20181,71576.96949,115023.9752,65315.81701,56113.03004
2520,93997.97818,161023.4254,420797.774,58731.42377,374493.5938,159917.5519,121415.1674,367972.5706,47199.45399,47843.94175
2521,187444.0182,49737.10891,186240.7547,50679.43221,85391.46558,55911.58149,67588.67707,3864352.309,218996.9264,60821.50938
2522,48968.44265,60121.71324,183738.2767,65557.56458,58688.03785,73100.19575,46515.33505,91207.8411,98004.73112,72036.94442
2523,54326.5207,48810.55236,74396.88709,121992.0421,118348.8144,66793.80331,63230.82082,251786.0023,116071.6089,333264.7202
2524,172158.5864,53002.62725,64822.081,102147.5538,75238.98864,125347.3641,64468.17612,134379.825,117527.3778,66638.97234
2525,211717.7036,50016.21124,71875.76677,46379.46658,73760.65571,103860.8457,62861.5231,75664.29005,56668.20481,60485.85751
2526,242386.0303,53708.40721,69326.23847,54683.13544,66709.04197,70538.9278,52139.00252,45717.31313,242736.2592,79957.97375
2527,54453.10563,68075.03034,76976.73711,47120.3966,55354.68366,161051.9136,62110.48452,137629.5155,44542.18183,164090.2499
2528,2096037.291,126571.5492,75655.56902,53674.17135,78540.25957,86283.26337,88635.735,51241.24966,59832.59271,93882.27835
2529,70274.65295,44864.36408,76764.44244,1328197.56,51713.44536,67110.37057,133890.5309,137225.4509,83511.84391,48055.88546
2530,119722.7378,87514.8362,100673.4685,150315.7147,85527.12429,180919.4413,49979.19743,55073.1239,134253.4822,75485.10877
2531,51311.79862,64329.26777,73821.98234,78278.81831,68107.7364,65542.47864,194741.8579,74986.26767,242918.9889,60166.91892
2532,46405.1586,1167342.734,130364.5795,247894.7248,293536.1322,88707.80193,89247.21379,57688.72602,60362.27861,190337.6148
2533,77637.10655,44107.0658,133785.6947,82601.08277,48797.07995,116374.8215,132252.9133,45992.63956,289845.5157,106519.9399
2534,60037.80885,50697.40203,170390.2545,97887.38498,120972.238,43998.37095,48743.3193,51647.14573,72847.87433,212002.9461
2535,410375.8579,106170.8971,98627.40184,43888.72652,74746.39179,234923.9514,83256.22908,185432.988,64492.39288,74313.0445
2536,252715.7518,64628.18495,122486.8591,136566.0844,47796.58992,81786.90878,93531.28695,56072.53882,60313.59553,180542.9783
2537,215243.0485,103559.5253,85812.92794,51372.79554,88068.83468,52441.99004,189907.0112,161805.6979,54944.28213,112057.4716
2538,142058.3599,49414.71602,55402.88223,87174.61709,50196.01539,162325.9175,70069.71823,1072414.333,47620.15638,185465.9166
2539,71616.02023,50861.68588,297267.741,162103.6557,63460.87904,67531.35149,60552.1406,113347.1099,51027.84125,47735.96779
2540,267052.4356,52443.34163,99048.63606,138695.5708,142295.7861,221559.9782,52149.86531,154863.5996,199852.6908,44105.95516
2541,46468.5242,104926.847,164362.086,53299.09872,64754.35597,132639.0808,74267.21224,110473.7651,213024.872,110330.69
2542,48181.03603,210838.8983,52986.25178,51591.09704,46614.92423,53373.47383,52398.75879,86150.05818,88942.27774,64291.77048
2543,43883.6996,51059.50711,155410.2674,50778.54469,118219.7315,486759.4339,134006.0026,60163.0426,54759.4297,172885.1496
2544,57975.85119,49691.73405,63253.76458,70927.82579,114037.3932,46827.21564,54343.72298,699932.2833,145446.4654,142044.7805
2545,47990.24126,70539.80748,50585.25313,92253.40879,52326.51122,137212.1745,187635.3669,71878.364,50587.75165,159085.2495
2546,107374.9039,57072.49631,46649.29146,49387.92861,130053.9182,48208.08687,1074971.107,694931.936,269962.2989,56028.09428
