,PensionYr1,PensionYr2,PensionYr3,PensionYr4,PensionYr5,PensionYr6,PensionYr7,PensionYr8,PensionYr9,PensionYr10
2337,0.137456264,0.077580012,0.074831298,0.104724664,0.088996758,0.064356361,0.059240061,0.080846525,0.093768224,0.073497819
2338,0.078158547,0.02359352,0.034549514,0.09594803,0.074641581,0.103144024,0.090863408,0.099693997,0.13260355,0.101046185
2339,0.076343493,0.023511769,0.059660108,0.123160899,0.096097357,0.105109785,0.113051701,0.073216019,0.089075173,0.090605905
2340,0.063576814,0.109249162,0.097333449,0.078226494,0.140207078,0.060434494,0.090384888,0.043720726,0.050120174,0.131900672
2341,0.061113059,0.101486788,0.127034968,0.090925548,0.101065566,0.088901398,0.068779964,0.081456372,0.100146567,0.08884252
2342,0.124879185,0.105157029,0.104007057,0.095052659,0.112432481,0.067322939,0.068583851,0.058283763,0.111208511,0.089334847
2343,0.118758395,0.057370964,0.101887167,0.127733105,0.082203868,0.096151783,0.039250097,0.102148555,0.122160526,0.080036003
2344,0.12970761,0.087270042,0.087003064,0.10711483,0.066300444,0.100128662,0.109526669,0.11135668,0.086780351,0.0936379
2345,0.100122406,0.101637404,0.11588078,0.116490871,0.131936102,0.086230975,0.086051942,0.086266433,0.109639191,0.074661321
2346,0.108880415,0.039852601,0.083436641,0.044919999,0.101645522,0.059522245,0.077277604,0.142361946,0.144047177,0.129721589
2347,0.051719483,0.048074008,0.084706769,0.055497127,0.109374398,0.098309687,0.119759114,0.081547541,0.083306392,0.055587627
2348,0.088933937,0.103952024,0.068340881,0.093764321,0.104082435,0.095316441,0.022036902,0.127241402,0.082198838,0.10185246
2349,0.085787266,0.127297963,0.097478271,0.088116433,0.138632444,0.090919927,0.098584518,0.142446306,0.104619861,0.084740793
2350,0.07639151,0.094046297,0.092116261,0.086089896,0.039741138,0.1000487,0.107319389,0.088023811,0.081253908,0.054437959
2351,0.073899249,0.121166161,0.087644775,0.105613316,0.106464881,0.093463768,0.09823188,0.07526398,0.105518899,0.118398203
2352,0.118545795,0.080292437,0.084983992,0.075168761,0.114848777,0.075878677,0.08903647,0.040473385,0.098498834,0.085055968
2353,0.108355816,0.068221374,0.035881961,0.153358421,0.078011183,0.057333778,0.094330209,0.064944719,0.095826044,0.119828341
2354,0.129750418,0.071141874,0.133647892,0.089319248,0.030635017,0.079384106,0.092690522,0.133115558,0.077969294,0.121836121
2355,0.084773207,0.066631682,0.097409706,0.090549774,0.11143105,0.072597173,0.035204664,0.113849376,0.116822661,0.152957162
2356,0.125901498,0.072929398,0.110098253,0.05115018,0.085138499,0.083470227,0.094504079,0.113424647,0.080668979,0.099646414
2357,0.124987242,0.082042511,0.089177245,0.099203421,0.081291759,0.07965025,0.059947717,0.111486514,0.108703708,0.161624003
2358,0.107204469,0.100766037,0.048072906,0.064736479,0.110826908,0.067419738,0.088906727,0.064002987,0.060104195,0.114163817
2359,0.098073706,0.091855746,0.105937718,0.068712979,0.08862077,0.118649192,0.093079601,0.09844443,0.087865396,0.047207804
2360,0.137521563,0.076504447,0.083324491,0.067357814,0.097001523,0.081138896,0.08136756,0.0896922,0.037615572,0.071991015
2361,0.117529173,0.097253965,0.081715555,0.166394641,0.043917611,0.096524612,0.062975801,0.123615629,0.10637587,0.11587764
2362,0.084211805,0.128303393,0.070339361,0.114026191,0.105750422,0.084212707,0.100609126,0.09575367,0.097329031,0.089492834
2363,0.068933118,0.071916714,0.08064551,0.074163576,0.114078829,0.097181444,0.118026905,0.124894972,0.075425884,0.076796847
2364,0.067990197,0.106903968,0.110466393,0.072308659,0.100840282,0.084572938,0.047034057,0.046417695,0.036161753,0.080744284
2365,0.066798004,0.08019255,0.103683354,0.09575234,0.122168337,0.083173141,0.090420268,0.102820808,0.088258646,0.097454924
2366,0.078417217,0.090425712,0.084042496,0.074173097,0.092672322,0.105246049,0.048129418,0.09082389,0.084870634,0.049564245
2367,0.10694089,0.096311152,0.077198694,0.10063377,0.093310185,0.045686581,0.040382651,0.092088291,0.094263995,0.091003007
2368,0.119999158,0.082090919,0.081949332,0.084465784,0.071529177,0.093140682,0.133745144,0.076712245,0.096869143,0.106720149
2369,0.103489272,0.095038557,0.089330349,0.118063232,0.119876691,0.091317825,0.062759827,0.092258576,0.104158104,0.119479916
2370,0.091340109,0.107288541,0.113960283,0.079560621,0.121368889,0.097696909,0.080410817,0.110495642,0.116887058,0.08483236
2371,0.123769309,0.083831595,0.082790719,0.067437539,0.109001788,0.096526311,0.126442281,0.101903122,0.108672919,0.087656077
2372,0.107302939,0.08328113,0.111448238,0.11318698,0.06721678,0.052190664,0.099748895,0.052671971,0.074597968,0.079842369
2373,0.090473576,0.081182262,0.0374011,0.097033236,0.093324447,0.080659846,0.076326451,0.022279533,0.112220211,0.11245391
2374,0.051853951,0.103395002,0.121582761,0.057946126,0.092924366,0.065843339,0.071795544,0.111659253,0.114737472,0.0776972
2375,0.077295104,0.090604587,0.06030211,0.078184269,0.083392992,0.088501767,0.10612661,0.041561897,0.088969403,0.109634404
2376,0.065985254,0.07727838,0.057996492,0.094203454,0.0787142,0.104379316,0.100268459,0.079391197,0.038052486,0.090845839
2377,0.127323888,0.063251203,0.117072019,0.077092643,0.12306697,0.092144603,0.094019362,0.106801188,0.127566002,0.104494847
2378,0.104914556,0.090092873,0.075970446,0.098966599,0.103964598,0.065314968,0.087684935,0.063511348,0.077659006,0.112955113
2379,0.109081014,0.084814292,0.111754284,0.103947042,0.10253805,0.075383876,0.079729796,0.030304036,0.082531597,0.09635789
2380,0.099818687,0.062377106,0.109911378,0.085248806,0.136229231,0.123689961,0.087318882,0.133990946,0.024636254,0.097486536
2381,0.10389026,0.092793382,0.08204366,0.101868403,0.105432052,0.101054467,0.087160916,0.074035462,0.104004917,0.044040243
2382,0.103725955,0.082976018,0.089514593,0.074250009,0.105034454,0.086307921,0.08995262,0.064714496,0.085530442,0.115071583
2383,0.082009029,0.084615483,0.059240577,0.115008329,0.082509882,0.089931647,0.117207912,0.094141177,0.098413003,0.088472083
2384,0.087118655,0.072563325,0.097576567,0.106728572,0.062924451,0.140571404,0.072875663,0.127553228,0.075298341,0.073313558
2385,0.093948637,0.070085748,0.091642342,0.098141633,0.124058722,0.12110982,0.087590305,0.121200286,0.097837006,0.107921674
2386,0.10919732,0.058433277,0.056849257,0.078875388,0.082829711,0.101968742,0.072790647,0.091753494,0.123321641,0.063750833
2387,0.048721556,0.108110175,0.036324536,0.077879978,0.119893263,0.075900573,0.077360422,0.046628258,0.07239663,0.064988124
2388,0.107331083,0.07405067,0.070863314,0.103816361,0.079744179,0.038680719,0.082528839,0.032361359,0.102090361,0.075613218
2389,0.098285776,0.079088199,0.098015097,0.107801928,0.059906507,0.079589306,0.07513789,0.087785584,0.098386355,0.071474881
2390,0.090356186,0.083780935,0.113849161,0.099704674,0.08931698,0.109881439,0.077249894,0.07913361,0.063143456,0.043538699
2391,0.075175911,0.121247578,0.084613642,0.105438393,0.086209661,0.073167675,0.121906167,0.095357028,0.091658153,0.102085527
2392,0.041216938,0.081655844,0.071343369,0.058845883,0.10116885,0.133156597,0.087817326,0.128189325,0.103415642,0.120014733
2393,0.11118374,0.075722938,0.109113683,0.087163914,0.107526044,0.082630979,0.077448286,0.067570876,0.081905094,0.070966078
2394,0.092608955,0.10105605,0.056394012,0.07775214,0.092291205,0.086533054,0.074047009,0.132698798,0.120321683,0.099740061
2395,0.104177348,0.088943404,0.128306294,0.07110882,0.110302761,0.049185819,0.091395247,0.125252109,0.107693222,0.0841459
2396,0.107577344,0.101525112,0.002800053,0.10215518,0.078298892,0.091470346,0.060488668,0.097583684,0.090797396,0.094229568
2397,0.091367836,0.077327759,0.127110151,0.080652388,0.059561011,0.066454343,0.1020275,0.105032836,0.068328764,0.087633735
2398,0.099972797,0.084764136,0.135627301,0.097264973,0.103881426,0.082477065,0.044129757,0.081283875,0.089800474,0.085275466
2399,0.07953028,0.10868345,0.06196077,0.093603153,0.078998118,0.071363032,0.122159087,0.087618667,0.063420846,0.0759153
2400,0.055724991,0.088467555,0.094396282,0.06613674,0.057426913,0.064132583,0.099453945,0.093844913,0.095941665,0.064515427
2401,0.110764931,0.063990729,0.105192838,0.074540491,0.14453762,0.049979019,0.095846574,0.090251099,0.090603605,0.035910879
2402,0.135046473,0.069096473,0.137141438,0.059602005,0.063053764,0.071810887,0.065330383,0.089263021,0.078661437,0.077016575
2403,0.110895727,0.090365869,0.07526783,0.0749693,0.087307398,0.121354699,0.099524317,0.051320374,0.108209361,0.044647629
2404,0.130927044,0.11067292,0.104626238,0.062371577,0.097656008,0.111655172,0.107109779,0.052080551,0.104745715,0.094834719
2405,0.080648653,0.097125425,0.129930327,0.081007848,0.128726948,0.060250486,0.073600818,0.082891392,0.090281279,0.130150187
2406,0.078332538,0.112994259,0.090746605,0.095970417,0.05260445,0.065277559,0.065516126,0.07298851,0.099964365,0.065577778
2407,0.110234942,0.066982435,0.161074193,0.103870949,0.14279085,0.084599472,0.056491515,0.114988644,0.085804382,0.104229201
2408,0.112135273,0.107021487,0.096099758,0.141011617,0.051612433,0.09652361,0.08380533,0.117567742,0.088200506,0.075587827
2409,0.06201849,0.072375792,0.097612427,0.090708852,0.131908978,0.095747467,0.112180254,0.111249251,0.094675379,0.012781428
2410,0.095732918,0.086744539,0.084861943,0.076512832,0.071227256,0.067527652,0.095856243,0.113693945,0.075580764,0.043351256
2411,0.075501657,0.085380723,0.074014098,0.048373456,0.117639899,0.092993512,0.107069885,0.134577299,0.096164318,0.091695567
2412,0.087075108,0.107676611,0.089068621,0.080902268,0.019335442,0.112344536,0.098673563,0.091011901,0.086984931,0.114889032
2413,0.103485698,0.102168622,0.079280591,0.09081057,0.123399741,0.097611113,0.105571828,0.064267406,0.057605323,0.112882757
2414,0.066088417,0.121187906,0.094723895,0.150224835,0.062629938,0.129829461,0.103920952,0.081172073,0.038396381,0.071266419
2415,0.085175874,0.084439799,0.108740493,0.08949802,0.082088213,0.075015704,0.08625347,0.130211543,0.111664908,0.084642115
2416,0.110465739,0.072048455,0.10961749,0.097924962,0.120775522,0.108171387,0.077732741,0.10304586,0.08144458,0.09740182
2417,0.054855777,0.113018315,0.102500292,0.141335447,0.055086737,0.118085692,0.146032726,0.044810553,0.069654649,0.092004127
2418,0.074907267,0.069310988,0.068906919,0.133007406,0.103289855,0.078932255,0.066245501,0.093249222,0.10586154,0.042987924
2419,0.117171399,0.090535489,0.075897213,0.090641144,0.056795435,0.121011195,0.136911818,0.126109508,0.132047278,0.067360992
2420,0.079836694,0.075077495,0.081163114,0.18110818,0.056926325,0.085659966,0.095301566,0.104902691,0.136481253,0.110661629
2421,0.0893642,0.110141485,0.096654467,0.103521493,0.132248983,0.127501969,0.055781604,0.078707487,0.057227426,0.119771018
2422,0.102653226,0.078551163,0.058152317,0.011555309,0.124105578,0.06162436,0.127097928,0.081298519,0.126327417,0.091258603
2423,0.093481996,0.0571447,0.067422011,0.160095763,0.080676655,0.121636111,0.101156836,0.07165027,0.15244533,0.111412721
2424,0.080177879,0.091372692,0.090153347,0.064702752,0.096292581,0.084751183,0.065577426,0.070357807,0.064531595,0.089363735
2425,0.103307214,0.09707364,0.112341644,0.081868588,0.075935197,0.067716705,0.102211039,0.130968257,0.070749179,0.044799441
2426,0.09216352,0.107689836,0.088156746,0.10830906,0.107458394,0.079837342,0.09835107,0.106696644,0.070189061,0.066147963
2427,0.120425083,0.059552666,0.126153021,0.097451339,0.11777469,0.086532685,0.069352535,0.063904826,0.120589687,0.056170635
2428,0.092090105,0.08496103,0.064926151,0.103061681,0.152923699,0.110961303,0.071443775,0.070333208,0.073888413,0.090935186
2429,0.101206975,0.092738727,0.099232345,0.10449206,0.067442681,0.069072681,0.078810083,0.066608039,0.089134051,0.083177152
2430,0.091872407,0.0981168,0.139548327,0.106657739,0.081676092,0.077852142,0.084211384,0.077102646,0.094289131,0.082657124
2431,0.119441099,0.066072615,0.078452184,0.062507058,0.086239112,0.144889277,0.1082467,0.082465942,0.052983288,0.061930375
2432,0.074584434,0.098281037,0.109740159,0.08745947,0.082497171,0.082688972,0.093081445,0.073718472,0.098362796,0.136259705
2433,0.061761595,0.10782715,0.102659608,0.079101931,0.117532768,0.094961675,0.071699523,0.110277495,0.115075541,0.078098971
2434,0.125859048,0.095126079,0.10876907,0.043394808,0.101821409,0.090503469,0.016443246,0.073507603,0.116480025,0.135554725
2435,0.090758755,0.122647508,0.074135409,0.104935036,0.097004567,0.046486916,0.076687405,0.081182596,0.095634228,0.091506548
2436,0.096145755,0.099276956,0.110103094,0.10248392,0.127606886,0.056105915,0.049346688,0.088450991,0.073504493,0.088412239
2437,0.093919845,0.087836447,0.056990538,0.092533296,0.070000951,0.07078267,0.117870928,0.11445705,0.076839204,0.070958103
2438,0.072685317,0.093164045,0.091529747,0.111849422,0.094190034,0.09431962,0.095339247,0.079870067,0.082955613,0.06759916
2439,0.081050472,0.132373102,0.081082355,0.073416603,0.088652416,0.120691144,0.063093477,0.059221534,0.093948007,0.097780609
2440,0.031368934,0.085896191,0.02300244,0.098000232,0.111626124,0.102484038,0.087832452,0.113165494,0.054930073,0.065503504
2441,0.133234313,0.122840294,0.092252169,0.100642263,0.107290121,0.096694803,0.09671177,0.046923472,0.063219372,0.056880757
2442,0.076434239,0.094175422,0.091683978,0.091359079,0.077640902,0.093170414,0.073863779,0.092227471,0.089986819,0.105341424
2443,0.088308323,0.073767808,0.098478103,0.088015085,0.118509684,0.15452333,0.056536896,0.136665107,0.096877417,0.059828286
2444,0.06080069,0.101474086,0.068282489,0.089719485,0.088937991,0.115053507,0.051212217,0.075556658,0.058698474,0.154132816
2445,0.092421344,0.119253595,0.10494993,0.128631187,0.126180257,0.123018433,0.056825336,0.111289007,0.080419406,0.028634883
2446,0.067920998,0.030858699,0.11277429,0.096576094,0.082160933,0.103721681,0.095229627,0.090064684,0.101527786,0.078037495
2447,0.123653621,0.094730899,0.195293032,0.142325976,0.080280536,0.111702483,0.120876539,0.092919294,0.051608273,0.112239363
2448,0.11700613,0.074916486,0.116209103,0.085011982,0.019099988,0.058069997,0.103392449,0.060623133,0.097181538,0.12434952
2449,0.069911914,0.072860895,0.093502078,0.080425082,0.115096735,0.040120507,0.069082538,0.092111781,0.103695515,0.094602847
2450,0.079554306,0.110029747,0.09669984,0.089031242,0.115031707,0.081296788,0.104375975,0.127537299,0.033703198,0.076436368
2451,0.094851341,0.103673031,0.114840313,0.075605427,0.066914331,0.111983466,0.105502268,0.087093598,0.056550785,0.098699808
2452,0.100588834,0.086449495,0.064920674,0.188281883,0.080536428,0.074012159,0.12292969,0.064215022,0.095594845,0.027437168
2453,0.046063798,0.080495155,0.025482354,0.07668497,0.083003094,0.088102919,0.15706078,0.155186215,0.079200622,0.079324102
2454,0.090710994,0.132882692,0.072514081,0.049580269,0.053135727,0.087441481,0.037851872,0.084720541,0.107371384,0.08909386
2455,0.080157304,0.087630032,0.093779714,0.037575363,0.018028749,0.08948717,0.067979902,0.088524902,0.095654959,0.122309821
2456,0.090486132,0.082967859,0.11577028,0.06301497,0.086470647,0.103633109,0.088783227,0.109498718,0.097831714,0.029464674
2457,0.076792295,0.071141457,0.081588455,0.103284798,0.10522571,0.109569079,0.082783224,0.073775533,0.040085577,0.074137743
2458,0.108916451,0.105196683,0.085932622,0.086108376,0.109057761,0.106070811,0.091581438,0.065850685,0.078073379,0.098483164
2459,0.08527177,0.032050159,0.100644375,0.119230841,0.12502844,0.116800685,0.055351042,0.10421117,0.06762583,0.075373828
2460,0.10000926,0.123603206,0.117630118,0.038786427,0.098020182,0.079721365,0.074759838,0.084416958,0.097536174,0.112102188
2461,0.087807819,0.07902726,0.061741744,0.12269736,0.086116711,0.115966,0.058854614,0.084063895,0.085980218,0.113749445
2462,0.047504318,0.078931883,0.04429042,0.058103774,0.142707371,0.072760502,0.086623979,0.123786167,0.130475697,0.098853668
2463,0.093220619,0.102981544,0.07205242,0.10388047,0.099719012,0.087547361,0.05758665,0.077579428,0.131678411,0.052050269
2464,0.096011209,0.069371844,0.085473383,0.082496841,0.095613356,0.105797806,0.145224748,0.107202269,0.095244717,0.073334581
2465,0.078392338,0.09097197,0.109494237,0.091309766,0.028236855,0.095333235,0.070805345,0.085479367,0.127294087,0.134092954
2466,0.071832187,0.106398176,0.107337097,0.043068016,0.103296584,0.103641171,0.066155177,0.0735483,0.107334058,0.070495126
2467,0.090617023,0.091765323,0.079236084,0.089370808,0.086412301,0.099612085,0.126035907,0.094851034,0.110625327,0.115206815
2468,0.084543218,0.077542344,0.092750834,0.090942943,0.072258675,0.056920766,0.109720358,0.086317042,0.126332381,0.090993208
2469,0.099616488,0.114993236,0.047467751,0.115240039,0.030987884,0.069788353,0.083270996,0.126377054,0.090551143,0.075458519
2470,0.09127026,0.096176125,0.072239618,0.055346979,0.115084585,0.08683136,0.076297705,0.106818758,0.081294635,0.09535136
2471,0.079570107,0.046107123,0.09613601,0.048357918,0.102278913,0.150671034,0.068487728,0.110088016,0.079535762,0.082184619
2472,0.06820435,0.087551785,0.082875386,0.08120333,0.095483388,0.132353104,0.054302216,0.119891895,0.088096904,0.092161358
2473,0.069062751,0.104104995,0.109125652,0.122753944,0.085408319,0.084295229,0.123294628,0.070717024,0.062982179,0.118454236
2474,0.050251117,0.115925128,0.093001444,0.098958962,0.094336506,0.06910167,0.085337072,0.076989089,0.116608022,0.081403245
2475,0.042453569,0.079218647,0.094498782,0.099454617,0.077557259,0.146231962,0.092102947,0.074596717,0.04223404,0.097620599
2476,0.092882881,0.092221619,0.098796316,0.087577771,0.095619097,0.065090014,0.067958526,0.112811202,0.090703188,0.143606138
2477,0.078825323,0.112533114,0.091062648,0.109394919,0.109004634,0.06176432,0.093464093,0.077592086,0.106325027,0.086133887
2478,0.075702042,0.103720177,0.064216204,0.134193513,0.123724315,0.075851537,0.099369319,0.086904959,0.110440392,0.125665266
2479,0.060726502,0.070532676,0.066151455,0.100426145,0.121274341,0.103506351,0.084456904,0.083841093,0.060385605,0.084794329
2480,0.041906232,0.121811952,0.084835927,0.103882223,0.064790611,0.079863304,0.069160682,0.100377001,0.11544021,0.089618301
2481,0.072664218,0.066167496,0.086184674,0.070039641,0.075380732,0.154018319,0.057554611,0.106442759,0.080724378,0.114615952
2482,0.079578576,0.084854067,0.090837646,0.086080651,0.087285253,0.080862435,0.088324639,0.095089615,0.09411811,0.069143526
2483,0.087634149,0.117637641,0.126103609,0.079705966,0.058280016,0.097546216,0.114192316,0.09168749,0.078755304,0.078083968
2484,0.110285125,0.096562928,0.063090603,0.066255167,0.09029436,0.128457003,0.094101044,0.074800842,0.00809269,0.072032416
2485,0.066700519,0.108997858,0.089242469,0.072455785,0.092455343,0.092189266,0.117691398,0.08153561,0.068198404,0.092854849
2486,0.080921695,0.024566488,0.101480897,0.10774811,0.104963926,0.100357686,0.129116296,0.055759103,0.112854234,0.076503767
2487,0.10374655,0.106648071,0.096349279,0.103688922,0.105475569,0.112010661,0.083838776,0.083743863,0.08726262,0.10015209
2488,0.087682375,0.095921031,0.079402825,0.071200006,0.088289241,0.070898537,0.105219742,0.078165459,0.009664947,0.108911612
2489,0.107101385,0.0692032,0.118678521,0.101031198,0.119212688,0.12440773,0.079855621,0.113364245,0.082638556,0.110805712
2490,0.093211648,0.094914656,0.106646594,0.071397114,0.073703757,0.053924552,0.102453037,0.091422349,0.025459672,0.069451863
2491,0.163418365,0.143237563,0.101235517,0.050955464,0.106092876,0.065826719,0.101324342,0.120357807,0.077855522,0.065741965
2492,0.093567106,0.090937601,0.092930072,0.09323949,0.077649185,0.093806404,0.096664695,0.092850423,0.092425945,0.08164702
2493,0.087458454,0.042559143,0.119252804,0.102149305,0.104797302,0.082180312,0.08186167,0.130025423,0.162578272,0.064588699
2494,0.07048624,0.062149352,0.07343381,0.077538965,0.109603039,0.073619813,0.079034969,0.129506256,0.071658593,0.077246829
2495,0.090032519,0.108943604,0.039860052,0.107899217,0.104829925,0.092907378,0.088418081,0.066356827,0.08756058,0.108500524
2496,0.076218533,0.102026693,0.067713203,0.045383562,0.077500486,0.066214765,0.046473653,0.091280321,0.100561309,0.109052275
2497,0.13754492,0.079529996,0.089422858,0.114713984,0.10862046,0.155081217,0.069200575,0.073792884,0.085260428,0.078755041
2498,0.088093368,0.088380893,0.118524006,0.055629064,0.096444641,0.074677437,0.06613108,0.104120937,0.100201246,0.034768407
2499,0.075736192,0.067759096,0.091737236,0.077742742,0.118251657,0.045713183,0.061932663,0.088270776,0.091136382,0.0666518
2500,0.082876473,0.093014741,0.079388787,0.121087203,0.080364637,0.08670609,0.130610515,0.095956702,0.094978641,0.106056922
2501,0.076308543,0.102483964,0.130211024,0.100993757,0.083854423,0.128053485,0.133670678,0.058986321,0.11806786,0.097287297
2502,0.059365248,0.091030913,0.088005516,0.111107686,0.075113723,0.070165972,0.082416462,0.059840671,0.06556507,0.091511638
2503,0.082764842,0.033863526,0.094819936,0.080788219,0.106310823,0.108623474,0.119664273,0.117801175,0.098777232,0.112706779
2504,0.08254597,0.058273956,0.110714434,0.064958942,0.091967664,0.105453807,0.100390078,0.07817765,0.037543084,0.08868037
2505,0.055330522,0.075732105,0.082504973,0.095257359,0.165838884,0.063681311,0.110684731,0.05577051,0.08651677,0.121110204
2506,0.132330203,0.091529327,0.103943952,0.118970002,0.11486208,0.055358675,0.111991763,0.107034595,0.092849621,0.148126919
2507,0.067462037,0.035795594,0.054235592,0.104021871,0.072186693,0.09688108,0.075462294,0.136753763,0.084426187,0.091958268
2508,0.104140569,0.073382113,0.052816974,0.059615958,0.066949713,0.082761279,0.114172011,0.06362734,0.122514856,0.098251122
2509,0.085497607,0.091117775,0.098088749,0.09465826,0.070389385,0.063872169,0.137291295,0.103553605,0.118454995,0.086906301
2510,0.109392958,0.114349283,0.101284359,0.086821069,0.126077935,0.062972135,0.064023651,0.089537567,0.113900866,0.136157415
2511,0.07145969,0.091407749,0.133562348,0.103184114,0.085518857,0.087036837,0.09739997,0.107421685,0.119524572,0.106264935
2512,0.101050248,0.100448781,0.046213181,0.128753584,0.109305787,0.104926392,0.12537747,0.107388218,0.08702969,0.085449291
2513,0.114979774,0.112336117,0.129259938,0.066705896,0.046598751,0.091973044,0.048443051,0.05266981,0.07752009,0.066963479
2514,0.090694744,0.08531247,0.119835869,0.066193777,0.101125705,0.087300397,0.047601168,0.099228403,0.086065138,0.076362912
2515,0.149777329,0.098172873,0.08553705,0.066619542,0.103334913,0.064306742,0.083271691,0.099286864,0.079685025,0.135319498
2516,0.105857194,0.111783931,0.099970308,0.108582917,0.082927666,0.108176681,0.061811387,0.0847478,0.105026595,0.066542632
2517,0.129029577,0.084193528,0.106704059,0.156138335,0.08759993,0.119287597,0.079938089,0.133630249,0.109117427,0.107373486
2518,0.065633351,0.066595792,0.116505948,0.085548752,0.085202275,0.081926089,0.067579671,0.081338693,0.097047928,0.123937912
2519,0.104383489,0.065896137,0.109202547,0.087745587,0.141725012,0.192729018,0.086076462,0.079274349,0.132725153,0.107884411
2520,0.077139518,0.089008991,0.098935256,0.078049787,0.063657679,0.05798588,0.104499289,0.089579039,0.041450185,0.120785928
2521,0.084200157,0.098393113,0.129263954,0.116568845,0.095084315,0.073175608,0.05871573,0.10267607,0.128766319,0.086842427
2522,0.018527934,0.102444429,0.077749834,0.108551778,0.066528595,0.098390394,0.133549697,0.06556221,0.084598015,0.070703964
2523,0.023852289,0.096405531,0.108069131,0.07717031,0.06902233,0.100050497,0.097203362,0.100564763,0.110653856,0.099198831
2524,0.104755216,0.067472645,0.060639686,0.085787131,0.050629287,0.093978873,0.086418353,0.081583956,0.081309358,0.105218611
2525,0.090706634,0.101254596,0.067255128,0.105913877,0.100858171,0.077735231,0.0662234,0.083629135,0.123869272,0.090721779
2526,0.077145201,0.092666697,0.101344514,0.081613353,0.132864651,0.074108385,0.089266764,0.108028633,0.076937087,0.11016132
2527,0.091491763,0.057195345,0.078473788,0.097468625,0.066144646,0.110889972,0.127940286,0.084692243,0.106700544,0.097683668
2528,0.118731133,0.074250956,0.090608176,0.093926928,0.07118586,0.061553082,0.069152695,0.085588899,0.090699039,0.080293642
2529,0.111496034,0.06200335,0.105418321,0.084396212,0.117509908,0.08797856,0.12208041,0.069314794,0.09035363,0.102352099
2530,0.077264185,0.093012354,0.079202529,0.07630871,0.107000761,0.109286145,0.061242592,0.138781574,0.0777267,0.108402121
2531,0.110758745,0.082427684,0.086309036,0.101973909,0.089192998,0.058741402,0.115054974,0.092828149,0.079988546,0.058870088
2532,0.121144081,0.106311938,0.092245775,0.089816328,0.082036853,0.038112924,0.084422159,0.091718004,0.100676544,0.081221634
2533,0.068666568,0.116963542,0.100870748,0.11347475,0.05843547,0.125345962,0.062064474,0.081813035,0.112825793,0.096946731
2534,0.088337965,0.061370276,0.084511554,0.075592722,0.043083199,0.082442831,0.06272176,0.096088346,0.109125176,0.074782246
2535,0.064625768,0.105689806,0.064596917,0.098595237,0.079395859,0.104351984,0.064378719,0.063126036,0.085031842,0.114670236
2536,0.121929473,0.089108465,0.07354091,0.053942303,0.116165907,0.081558898,0.104973769,0.102723874,0.077561014,0.071727161
2537,0.072083398,0.0914134,0.124083414,0.088313023,0.099614913,0.092218443,0.099191531,0.100147533,0.160491249,0.093517051
2538,0.055456575,0.114102028,0.111772794,0.074145354,0.079071362,0.097632817,0.089120348,0.080701319,0.122848744,0.089206888
2539,0.073444084,0.06298295,0.09099259,0.095715012,0.099781107,0.105331501,0.090876822,0.151365509,0.068713846,0.079097753
2540,0.089933336,0.142877392,0.0957373,0.094589462,0.102393105,0.102691417,0.04405971,0.085876361,0.097441281,0.078528814
2541,0.101485071,0.102897032,0.100367258,0.130220175,0.068608277,0.090944991,0.096300824,0.100656773,0.118680163,0.085686539
2542,0.113158296,0.103969277,0.08653331,0.108016837,0.110346543,0.123132324,0.106922609,0.117061973,0.053091304,0.103136755
2543,0.084243353,0.119760345,0.112778037,0.07061769,0.11521081,0.093705729,0.13451985,0.050323268,0.109059192,0.094249749
2544,0.068235583,0.105870968,0.07004928,0.085346278,0.119005531,0.095761702,0.111979635,0.089092606,0.066833138,0.109188563
2545,0.089863773,0.116995392,0.10845031,0.088567719,0.105324074,0.108849038,0.098151127,0.045987557,0.054813076,0.091059614
2546,0.097470969,0.098538075,0.149899997,0.082054811,0.058383011,0.110826483,0.075121089,0.092835058,0.154053871,0.090054778
2547,0.092419471,0.146160497,0.073998702,0.072290434,0.079309455,0.083045192,0.082575116,0.105436941,0.114185788,0.072409805
2548,0.060214213,0.143254097,0.086672083,0.092417294,0.096630672,0.109109559,0.10926802,0.084987143,0.093848491,0.117888097
2549,0.090572794,0.096259705,0.112849596,0.109786461,0.067046339,0.079439479,0.115873513,0.106347779,0.070352615,0.121674012
2550,0.092323198,0.098194348,0.077103588,0.12597002,0.10976307,0.113862012,0.142188154,0.097055749,0.073185554,0.041468205
2551,0.078795096,0.088695655,0.061092557,0.107992881,0.1270518,0.11324465,0.069449135,0.062389713,0.096717248,0.081181689
2552,0.079054219,0.090893316,0.062079331,0.091863913,0.082246981,0.086902992,0.138232736,0.10247728,0.109984737,0.041245097
2553,0.100699291,0.096579851,0.076975928,0.082793272,0.077743377,0.101638672,0.074815825,0.079415393,0.119137911,0.08376132
2554,0.066034051,0.085066582,0.105902851,0.060457859,0.104593881,0.061863775,0.084986216,0.091166656,0.059150572,0.120353405
2555,0.080764829,0.088587501,0.091495131,0.085765408,0.160388598,0.088984111,0.047309196,0.034169655,0.155784858,0.096646462
2556,0.09808832,0.047094804,0.088179598,0.108656582,0.105581102,0.058611952,0.08225603,0.153759178,0.078079132,0.094266118
2557,0.079588037,0.067275138,0.081585546,0.095587379,0.100794812,0.073748522,0.054677907,0.118124916,0.101919777,0.11747857
